465,3362.36,680.19,42.94999999999980,83.34999999999990,3566.03,555.83,22.790000000000000,49.610000000000000,4311.66,705.39,59.5,85.5,4053.43,726.15,52.17000000000050,99.81000000000010,3800.06,676.67,42.09999999999990,78.47000000000000,3864.15,584.05,25.09999999999990,59.85000000000000,4108.38,586.46,30.68000000000030,56.65000000000000,4373.0,645.19,40.82999999999990,73.4799999999999,3937.9,529.09,21.90000000000010,39.70999999999990,3692.64,519.18,17.559999999999900,34.04000000000010,3715.51,782.63,74.25,125.57000000000000,4274.31,687.13,46.71999999999940,100.20000000000000,3603.78,692.12,59.13999999999990,96.22000000000000,4515.81,692.08,47.46999999999940,88.02000000000000,3572.07,580.7,29.44000000000010,58.59999999999990,2793.83,678.67,48.30000000000020,92.87,3147.69,527.41,27.94999999999980,48.58000000000000,3495.29,498.15,20.42999999999980,36.53000000000000,3861.31,540.67,22.73000000000000,49.07000000000010,2782.42,533.99,26.759999999999800,42.24000000000000,3739.21,791.52,26.61999999999990,23.81000000000010,4074.56,598.88,27.9699999999998,51.92000000000000,4390.56,548.87,19.25,42.80000000000000
466,3362.8,680.47,43.08999999999970,83.47000000000000,3565.84,555.92,22.790000000000000,49.610000000000000,4313.91,705.13,59.5,85.49000000000000,4053.75,726.2,52.36999999999990,99.88,3801.78,676.42,42.09999999999990,78.46000000000000,3864.89,584.39,25.09999999999990,59.85000000000000,4109.36,587.4,30.67000000000010,56.66000000000000,4376.91,646.21,40.96000000000000,73.68999999999990,3938.25,529.05,21.90999999999990,39.71000000000000,3692.94,519.2,17.549999999999700,34.040000000000000,3718.54,782.52,74.25,125.57000000000000,4275.56,687.17,46.71999999999940,100.20000000000000,3602.58,692.01,59.15000000000010,96.22000000000000,4520.03,693.44,47.94999999999980,88.77000000000000,3573.28,581.19,29.4399999999996,58.59999999999990,2797.13,678.22,48.2199999999998,92.79000000000000,3147.6,527.56,27.95000000000030,48.59000000000000,3495.94,498.09,20.44000000000010,36.53000000000000,3862.3,540.8,22.73999999999980,49.06000000000010,2782.42,533.99,26.759999999999800,42.24000000000000,3742.38,791.54,26.61999999999990,23.81000000000010,4075.0,599.56,27.97000000000030,51.92000000000010,4390.65,548.87,19.25,42.79000000000000
467,3363.25,680.75,43.2199999999998,83.59000000000000,3565.65,556.0,22.790000000000000,49.610000000000000,4316.15,704.86,59.5,85.5,4054.07,726.26,52.57000000000020,99.95000000000010,3803.51,676.16,42.09999999999990,78.47000000000000,3865.63,584.73,25.09999999999990,59.85000000000000,4110.33,588.35,30.68000000000030,56.66000000000000,4380.83,647.22,41.09000000000020,73.91000000000000,3938.6,529.02,21.91000000000030,39.71000000000000,3693.23,519.23,17.559999999999900,34.040000000000000,3721.57,782.42,74.25999999999980,125.57000000000000,4276.81,687.21,46.71999999999940,100.20000000000000,3601.38,691.89,59.15000000000010,96.22000000000000,4524.26,694.8,48.42000000000010,89.5200000000001,3574.49,581.67,29.44000000000010,58.60000000000000,2800.44,677.77,48.13000000000010,92.70000000000010,3147.51,527.71,27.94999999999980,48.58999999999990,3496.6,498.04,20.43000000000030,36.53000000000000,3863.29,540.93,22.74000000000020,49.06000000000010,2782.42,533.99,26.759999999999800,42.24000000000000,3745.55,791.56,26.61999999999990,23.800000000000100,4075.44,600.23,27.9699999999998,51.93000000000000,4390.74,548.86,19.26000000000020,42.80000000000000
468,3363.69,681.03,43.36000000000010,83.71000000000000,3565.46,556.09,22.800000000000200,49.610000000000000,4318.4,704.6,59.5,85.49000000000000,4054.4,726.32,52.75999999999980,100.02000000000000,3805.23,675.91,42.11000000000010,78.46000000000000,3866.37,585.07,25.09999999999990,59.84999999999990,4111.31,589.3,30.67999999999940,56.65000000000010,4384.74,648.24,41.220000000000300,74.11000000000000,3938.96,528.98,21.90000000000010,39.71000000000000,3693.52,519.25,17.559999999999900,34.040000000000000,3724.61,782.31,74.25,125.57000000000000,4278.06,687.25,46.71999999999940,100.20000000000000,3600.19,691.78,59.13999999999990,96.22000000000000,4528.48,696.16,48.89000000000030,90.28000000000010,3575.7,582.15,29.44000000000010,58.60000000000000,2803.75,677.33,48.04000000000000,92.61,3147.42,527.87,27.94999999999980,48.59000000000000,3497.26,497.99,20.42999999999980,36.53000000000000,3864.29,541.06,22.73000000000000,49.06000000000010,2782.42,533.98,26.759999999999800,42.24000000000000,3748.72,791.57,26.620000000000300,23.809999999999900,4075.88,600.91,27.97000000000030,51.92000000000010,4390.83,548.85,19.26000000000020,42.80000000000000
469,3364.14,681.31,43.49000000000020,83.82000000000010,3565.28,556.17,22.790000000000000,49.610000000000000,4320.65,704.33,59.5,85.5,4054.72,726.38,52.96000000000050,100.09000000000000,3806.96,675.65,42.09999999999990,78.47000000000000,3867.11,585.4,25.08999999999970,59.85000000000000,4112.29,590.24,30.67000000000010,56.66000000000000,4388.66,649.25,41.34000000000020,74.33000000000000,3939.31,528.94,21.90999999999990,39.70999999999990,3693.81,519.27,17.559999999999900,34.040000000000000,3727.64,782.21,74.25,125.57000000000000,4279.3,687.29,46.72999999999960,100.20000000000000,3598.99,691.67,59.14000000000030,96.21000000000000,4532.71,697.51,49.35999999999970,91.04000000000000,3576.9,582.63,29.44000000000010,58.60000000000000,2807.05,676.88,47.96000000000000,92.53000000000000,3147.33,528.02,27.95000000000030,48.59000000000000,3497.92,497.94,20.42999999999980,36.53000000000000,3865.28,541.18,22.73000000000000,49.07000000000010,2782.43,533.98,26.76000000000020,42.24000000000000,3751.89,791.59,26.620000000000300,23.800000000000000,4076.32,601.58,27.9699999999998,51.93000000000000,4390.92,548.85,19.26000000000020,42.79000000000000
470,3364.58,681.59,43.63000000000010,83.93999999999990,3565.09,556.26,22.790000000000000,49.610000000000000,4322.89,704.07,59.5,85.4899999999999,4055.05,726.44,53.14999999999960,100.15000000000000,3808.69,675.39,42.09999999999990,78.47000000000000,3867.84,585.74,25.09999999999990,59.85000000000000,4113.26,591.19,30.67999999999940,56.66000000000000,4392.57,650.27,41.48000000000050,74.54000000000000,3939.66,528.9,21.91000000000030,39.72000000000000,3694.11,519.29,17.549999999999700,34.04000000000010,3730.67,782.11,74.25999999999980,125.57000000000000,4280.55,687.33,46.720000000000300,100.20000000000000,3597.79,691.55,59.15000000000010,96.22000000000000,4536.93,698.87,49.84000000000020,91.79000000000000,3578.11,583.12,29.44000000000010,58.60000000000000,2810.36,676.44,47.86999999999990,92.43999999999990,3147.24,528.18,27.95000000000030,48.58000000000000,3498.57,497.88,20.42999999999980,36.54000000000000,3866.27,541.31,22.73000000000000,49.07000000000010,2782.43,533.98,26.76000000000020,42.24000000000000,3755.06,791.6,26.61999999999990,23.809999999999900,4076.76,602.26,27.969999999999300,51.92000000000000,4391.01,548.84,19.26000000000020,42.80000000000000
471,3365.02,681.87,43.7800000000002,84.06000000000000,3564.9,556.34,22.790000000000000,49.610000000000000,4325.14,703.81,59.5,85.49000000000000,4055.37,726.49,53.35999999999970,100.23000000000000,3810.41,675.14,42.10000000000040,78.46000000000000,3868.48,585.75,25.23999999999980,59.78000000000000,4114.24,592.14,30.68000000000030,56.65000000000000,4396.49,651.29,41.60000000000040,74.75,3940.02,528.87,21.90000000000010,39.71000000000000,3694.4,519.31,17.559999999999900,34.04000000000010,3733.71,782.0,74.25,125.57000000000000,4281.8,687.37,46.720000000000300,100.20000000000000,3596.6,691.44,59.13999999999990,96.20999999999990,4541.15,700.23,50.32000000000060,92.54000000000000,3579.32,583.6,29.44000000000010,58.60000000000000,2813.67,675.99,47.77999999999980,92.35000000000000,3147.15,528.33,27.94999999999980,48.58999999999990,3499.23,497.83,20.42999999999980,36.53000000000000,3867.26,541.44,22.73999999999980,49.069999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3758.23,791.62,26.63000000000010,23.809999999999900,4077.2,602.93,27.97000000000030,51.930000000000100,4391.1,548.83,19.25999999999930,42.80000000000000
472,3365.47,682.15,43.91000000000030,84.17000000000010,3564.71,556.43,22.790000000000000,49.610000000000000,4327.38,703.54,59.5,85.49000000000000,4055.7,726.55,53.55000000000020,100.30000000000000,3812.14,674.88,42.09999999999990,78.47000000000000,3869.11,585.75,25.37999999999970,59.71000000000000,4115.22,593.08,30.67000000000010,56.66000000000000,4400.4,652.3,41.74000000000070,74.97000000000000,3940.37,528.83,21.91000000000030,39.70999999999990,3694.69,519.33,17.559999999999900,34.040000000000000,3736.74,781.9,74.25,125.57000000000000,4283.05,687.41,46.720000000000300,100.19000000000000,3595.4,691.32,59.13999999999990,96.21999999999990,4545.38,701.59,50.79000000000000,93.30000000000000,3580.53,584.08,29.4399999999996,58.59999999999990,2816.98,675.54,47.690000000000100,92.27000000000000,3147.06,528.48,27.95000000000030,48.59000000000000,3499.89,497.78,20.43000000000030,36.53000000000000,3868.25,541.57,22.73999999999980,49.069999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3761.41,791.64,26.620000000000300,23.800000000000100,4077.64,603.61,27.98000000000000,51.92000000000000,4391.19,548.83,19.26000000000020,42.80000000000000
473,3365.91,682.43,44.05000000000020,84.29000000000010,3564.52,556.51,22.800000000000200,49.610000000000000,4329.63,703.28,59.5,85.49000000000000,4056.02,726.61,53.750000000000500,100.37,3813.86,674.63,42.09999999999990,78.46000000000000,3869.75,585.76,25.51000000000020,59.64000000000000,4116.19,594.03,30.68000000000030,56.65000000000000,4404.32,653.32,41.86000000000060,75.17000000000000,3940.73,528.79,21.90000000000010,39.71000000000000,3694.98,519.36,17.559999999999900,34.040000000000000,3739.77,781.79,74.26000000000020,125.57000000000000,4284.3,687.44,46.720000000000300,100.20000000000000,3594.2,691.21,59.15000000000010,96.21999999999990,4549.6,702.95,51.25999999999930,94.05000000000000,3581.73,584.57,29.44000000000010,58.59999999999990,2820.28,675.1,47.60999999999970,92.18000000000000,3146.97,528.64,27.95000000000030,48.59000000000000,3500.54,497.73,20.44000000000010,36.53000000000000,3869.25,541.7,22.73000000000000,49.069999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3764.58,791.65,26.61999999999990,23.81000000000010,4078.08,604.29,27.98000000000050,51.92000000000010,4391.28,548.82,19.26000000000020,42.80000000000000
474,3366.35,682.71,44.190000000000100,84.41000000000000,3564.34,556.6,22.790000000000000,49.610000000000000,4331.88,703.01,59.5,85.49000000000000,4056.34,726.67,53.94999999999980,100.43000000000000,3815.59,674.37,42.09999999999990,78.47000000000000,3870.38,585.76,25.65999999999990,59.57000000000010,4117.17,594.98,30.67000000000010,56.65000000000000,4408.23,654.33,41.99000000000070,75.39000000000000,3941.08,528.76,21.90000000000010,39.71000000000000,3695.28,519.38,17.549999999999700,34.040000000000000,3742.81,781.69,74.25,125.57000000000000,4285.55,687.48,46.720000000000300,100.20000000000000,3593.01,691.1,59.13999999999990,96.20999999999990,4554.53,704.54,51.21000000000000,93.99,3582.94,585.05,29.44000000000010,58.60000000000000,2823.59,674.65,47.52000000000000,92.10000000000000,3147.34,528.7,27.94999999999980,48.57999999999990,3501.2,497.67,20.43000000000030,36.54000000000000,3870.24,541.83,22.73000000000000,49.059999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3767.75,791.67,26.61999999999990,23.81000000000010,4078.52,604.96,27.98000000000000,51.92000000000000,4391.37,548.82,19.26000000000020,42.79000000000000
475,3366.8,682.99,44.31999999999970,84.53000000000000,3564.15,556.68,22.790000000000000,49.610000000000000,4334.12,702.75,59.5,85.49000000000000,4056.67,726.72,54.14000000000030,100.51,3817.31,674.11,42.11000000000010,78.47000000000000,3871.02,585.77,25.790000000000000,59.5,4118.14,595.92,30.67999999999940,56.66000000000010,4412.15,655.35,42.1200000000008,75.60000000000000,3941.43,528.72,21.91000000000030,39.70999999999990,3695.57,519.4,17.559999999999900,34.04000000000010,3745.84,781.58,74.25,125.57000000000000,4286.8,687.52,46.720000000000300,100.20000000000000,3591.81,690.98,59.13999999999990,96.22000000000000,4559.45,706.13,51.17000000000010,93.92000000000000,3584.15,585.53,29.44000000000010,58.60000000000000,2826.9,674.2,47.440000000000100,92.01,3147.72,528.75,27.94000000000010,48.59000000000000,3501.86,497.62,20.42999999999980,36.53000000000000,3871.23,541.96,22.73000000000000,49.059999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3770.92,791.69,26.61999999999990,23.800000000000000,4078.96,605.64,27.979999999999600,51.92000000000000,4391.46,548.81,19.26000000000020,42.80000000000010
476,3367.24,683.27,44.46000000000000,84.64000000000000,3563.96,556.77,22.790000000000000,49.610000000000000,4336.37,702.48,59.5,85.5,4058.1,727.09,54.33999999999970,100.58000000000000,3820.97,674.05,42.10000000000040,78.47000000000000,3871.65,585.78,25.92999999999980,59.430000000000100,4119.12,596.87,30.68000000000030,56.65000000000000,4416.06,656.36,42.25,75.81999999999990,3941.79,528.68,21.90000000000010,39.71000000000000,3695.86,519.42,17.559999999999900,34.04000000000010,3748.87,781.48,74.26000000000020,125.57000000000000,4288.04,687.56,46.73000000000050,100.20000000000000,3590.61,690.87,59.15000000000010,96.21000000000000,4564.38,707.72,51.11999999999990,93.86,3585.36,586.01,29.44000000000010,58.60000000000000,2830.21,673.76,47.34999999999990,91.92000000000000,3148.09,528.81,27.94999999999980,48.59000000000000,3502.51,497.57,20.4399999999996,36.53000000000000,3872.22,542.08,22.74000000000020,49.069999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3774.09,791.7,26.61999999999990,23.809999999999900,4079.4,606.65,28.079999999999500,52.08000000000000,4391.55,548.8,19.26000000000020,42.80000000000010
477,3367.69,683.55,44.59000000000020,84.76000000000000,3563.77,556.85,22.790000000000000,49.610000000000000,4338.62,702.22,59.5,85.49000000000000,4059.53,727.46,54.5300000000002,100.65000000000000,3824.63,673.99,42.09999999999990,78.47000000000000,3872.29,585.78,26.070000000000200,59.360000000000000,4119.38,597.63,30.67000000000010,56.65000000000000,4419.98,657.38,42.3700000000008,76.03000000000000,3942.14,528.65,21.91000000000030,39.71000000000000,3696.15,519.44,17.559999999999900,34.040000000000000,3751.91,781.37,74.25,125.58000000000000,4291.9,687.51,46.73000000000050,100.20000000000000,3592.41,690.55,59.14000000000030,96.21000000000000,4569.31,709.31,51.06999999999970,93.79000000000010,3586.56,586.5,29.44000000000010,58.60000000000000,2833.51,673.31,47.27000000000000,91.84000000000010,3148.46,528.87,27.94999999999980,48.59000000000000,3503.17,497.52,20.42999999999980,36.53000000000000,3873.22,542.21,22.73000000000000,49.069999999999900,2782.43,533.98,26.76000000000020,42.24000000000000,3777.26,791.72,26.61999999999990,23.809999999999900,4079.83,607.66,28.19000000000050,52.25,4391.64,548.8,19.25999999999930,42.79000000000010
478,3368.13,683.83,44.73000000000000,84.88,3563.58,556.94,22.800000000000200,49.6099999999999,4340.86,701.95,59.5,85.5,4060.95,727.83,54.73999999999980,100.71000000000000,3828.29,673.93,42.09999999999990,78.47000000000000,3872.92,585.79,26.21000000000000,59.29000000000010,4119.63,598.38,30.68000000000030,56.66000000000000,4423.9,658.4,42.5,76.23000000000000,3942.49,528.61,21.91000000000030,39.71000000000000,3696.45,519.46,17.550000000000200,34.040000000000000,3754.94,781.27,74.25,125.57000000000000,4295.76,687.46,46.71999999999940,100.20000000000000,3594.21,690.23,59.13999999999990,96.21000000000000,4574.23,710.9,51.030000000000700,93.73000000000000,3587.77,586.98,29.44000000000010,58.60000000000000,2836.82,672.87,47.17999999999980,91.75,3148.83,528.93,27.95000000000030,48.59000000000000,3503.83,497.47,20.43000000000030,36.53000000000000,3874.21,542.34,22.73000000000000,49.069999999999900,2782.44,533.98,26.759999999999800,42.24000000000000,3780.43,791.74,26.620000000000300,23.800000000000000,4080.27,608.67,28.29000000000040,52.41000000000010,4391.73,548.79,19.26000000000020,42.80000000000010
479,3368.57,684.1,44.86999999999990,85.01000000000000,3563.39,557.02,22.800000000000200,49.610000000000000,4343.11,701.69,59.5,85.4899999999999,4062.38,728.19,54.9399999999996,100.79000000000000,3831.95,673.87,42.10000000000040,78.46000000000000,3873.56,585.79,26.340000000000100,59.22000000000000,4119.89,599.14,30.67000000000010,56.65000000000000,4427.81,659.41,42.6299999999992,76.45000000000010,3943.39,528.84,21.91000000000030,39.71999999999990,3696.74,519.48,17.5600000000004,34.040000000000000,3757.98,781.17,74.25,125.57000000000000,4299.62,687.41,46.720000000000300,100.20000000000000,3596.0,689.91,59.15000000000010,96.22000000000000,4579.16,712.49,50.98000000000050,93.67000000000000,3588.98,587.46,29.44000000000010,58.59999999999990,2840.13,672.42,47.08999999999970,91.66000000000010,3149.2,528.99,27.95000000000030,48.59000000000000,3504.48,497.41,20.44000000000010,36.53000000000000,3875.2,542.47,22.73000000000000,49.069999999999900,2782.44,533.98,26.759999999999800,42.24000000000000,3783.6,791.75,26.61999999999990,23.809999999999900,4080.7,609.68,28.400000000000500,52.58000000000000,4391.82,548.78,19.26000000000020,42.80000000000010
480,3369.02,684.38,45.0,85.12,3563.21,557.11,22.790000000000000,49.610000000000000,4345.36,701.42,59.5,85.5,4063.81,728.56,55.12999999999970,100.86,3835.61,673.81,42.09999999999990,78.46000000000000,3874.19,585.8,26.48999999999980,59.15000000000010,4120.14,599.9,30.67999999999940,56.65000000000000,4431.73,660.43,42.76000000000020,76.66000000000010,3944.29,529.08,21.90000000000010,39.70999999999990,3697.03,519.51,17.559999999999900,34.040000000000000,3761.01,781.06,74.25,125.57000000000000,4303.48,687.36,46.720000000000300,100.20000000000000,3597.8,689.59,59.13999999999990,96.21999999999990,4584.09,714.08,50.93000000000030,93.59999999999990,3590.19,587.95,29.44000000000010,58.59999999999990,2843.43,671.97,47.01000000000020,91.57999999999990,3149.58,529.05,27.95000000000030,48.58000000000000,3505.14,497.36,20.43000000000030,36.53000000000000,3876.19,542.6,22.73000000000000,49.069999999999900,2782.44,533.98,26.759999999999800,42.24000000000000,3786.78,791.77,26.61999999999990,23.800000000000100,4081.14,610.7,28.50000000000050,52.74000000000000,4391.91,548.78,19.26000000000020,42.80000000000010
481,3369.46,684.66,45.13999999999990,85.24000000000000,3563.02,557.19,22.790000000000000,49.6099999999999,4347.6,701.16,59.5,85.49000000000000,4065.24,728.93,55.32999999999990,100.93000000000000,3839.27,673.75,42.09999999999990,78.46000000000000,3874.83,585.8,26.61999999999990,59.09000000000000,4120.4,600.65,30.68000000000030,56.66000000000000,4435.64,661.44,42.88999999999940,76.88,3945.18,529.31,21.91000000000030,39.71000000000000,3697.33,519.53,17.550000000000200,34.04000000000010,3764.04,780.96,74.25,125.57000000000000,4307.34,687.31,46.720000000000300,100.20000000000000,3599.6,689.27,59.13999999999990,96.22000000000000,4589.01,715.67,50.88000000000010,93.54000000000010,3592.97,588.03,29.44000000000010,58.60000000000000,2846.74,671.53,46.92000000000010,91.49,3149.95,529.1,27.95000000000030,48.59000000000000,3505.8,497.31,20.42999999999980,36.53000000000000,3877.18,542.73,22.74000000000020,49.059999999999900,2782.44,533.98,26.759999999999800,42.24000000000000,3789.95,791.78,26.620000000000300,23.81000000000010,4081.57,611.71,28.610000000000100,52.90000000000000,4392.0,548.77,19.26000000000020,42.80000000000010
482,3369.85,684.74,45.13999999999990,85.23000000000000,3562.83,557.28,22.790000000000000,49.610000000000000,4349.85,700.89,59.5,85.5,4066.67,729.3,55.51999999999950,100.99,3842.93,673.68,42.10000000000040,78.47000000000000,3875.46,585.81,26.770000000000000,59.010000000000100,4120.66,601.41,30.67000000000010,56.66000000000010,4439.56,662.46,43.00999999999930,77.08999999999990,3946.08,529.55,21.90999999999990,39.71000000000000,3697.62,519.55,17.559999999999900,34.04000000000010,3767.08,780.85,74.25,125.57000000000000,4311.2,687.26,46.720000000000300,100.20000000000000,3601.39,688.95,59.15000000000010,96.21999999999990,4593.94,717.26,50.83000000000080,93.48000000000000,3595.76,588.11,29.4399999999996,58.60000000000000,2850.05,671.08,46.82999999999990,91.41000000000000,3150.32,529.16,27.94999999999980,48.59000000000000,3506.45,497.26,20.44000000000010,36.53000000000000,3878.18,542.86,22.73000000000000,49.059999999999900,2782.44,533.97,26.759999999999800,42.24000000000000,3793.12,791.8,26.61999999999990,23.81000000000010,4082.01,612.72,28.719999999999300,53.069999999999900,4392.09,548.77,19.26000000000020,42.79000000000000
483,3370.25,684.81,45.13999999999990,85.23000000000000,3562.64,557.36,22.790000000000000,49.610000000000000,4352.1,700.63,59.5,85.49000000000000,4068.1,729.66,55.7199999999998,101.07000000000000,3846.59,673.62,42.09999999999990,78.47000000000000,3876.1,585.82,26.90000000000010,58.93999999999990,4120.91,602.17,30.68000000000030,56.65000000000010,4443.47,663.48,43.14999999999960,77.29000000000000,3946.98,529.78,21.90000000000010,39.71000000000000,3697.91,519.57,17.559999999999900,34.040000000000000,3770.11,780.75,74.25,125.57000000000000,4315.05,687.21,46.72999999999960,100.20000000000000,3603.19,688.63,59.15000000000010,96.22000000000000,4598.87,718.85,50.77999999999980,93.41000000000000,3598.54,588.2,29.44000000000010,58.59999999999990,2853.96,670.97,46.82999999999990,91.41000000000000,3150.69,529.22,27.94999999999980,48.58999999999990,3507.11,497.2,20.42999999999980,36.54000000000000,3879.17,542.99,22.73000000000000,49.059999999999900,2782.44,533.97,26.759999999999800,42.24000000000000,3796.29,791.82,26.61999999999990,23.800000000000000,4082.44,613.73,28.830000000000400,53.23000000000000,4392.18,548.76,19.25999999999930,42.80000000000000
484,3370.64,684.88,45.14000000000030,85.24000000000000,3562.45,557.45,22.800000000000200,49.6099999999999,4354.34,700.37,59.5,85.49000000000000,4069.53,730.03,55.91999999999960,101.14,3850.25,673.56,42.09999999999990,78.47000000000000,3876.73,585.82,27.040000000000000,58.870000000000000,4121.17,602.92,30.67000000000010,56.66000000000010,4447.39,664.49,43.26999999999950,77.51000000000000,3947.87,530.02,21.91000000000030,39.71000000000000,3698.2,519.59,17.5600000000004,34.040000000000000,3773.14,780.64,74.25,125.57000000000000,4318.91,687.16,46.73000000000050,100.20000000000000,3604.99,688.31,59.14000000000030,96.22000000000000,4603.79,720.44,50.73999999999980,93.34999999999990,3601.33,588.28,29.44000000000010,58.60000000000000,2857.87,670.86,46.82999999999990,91.41000000000000,3151.07,529.28,27.94000000000010,48.59000000000000,3507.77,497.15,20.42999999999980,36.53000000000000,3880.16,543.11,22.73000000000000,49.069999999999900,2782.44,533.97,26.759999999999800,42.24000000000000,3799.46,791.83,26.61999999999990,23.809999999999900,4082.88,614.74,28.93000000000030,53.40000000000000,4392.27,548.75,19.25999999999930,42.80000000000000
485,3371.03,684.95,45.13999999999990,85.24000000000000,3562.27,557.53,22.790000000000000,49.610000000000000,4356.59,700.1,59.5,85.49000000000000,4070.96,730.4,56.10999999999970,101.21000000000000,3853.91,673.5,42.10000000000040,78.47000000000000,3877.37,585.83,27.18000000000030,58.80000000000000,4121.42,603.68,30.68000000000030,56.66000000000010,4450.03,664.82,43.40000000000060,77.71999999999990,3948.77,530.25,21.90999999999990,39.71000000000000,3698.5,519.61,17.550000000000200,34.040000000000000,3776.18,780.54,74.25,125.57000000000000,4322.77,687.11,46.71999999999940,100.20000000000000,3606.78,687.99,59.14999999999960,96.22000000000000,4608.72,722.03,50.6899999999996,93.28000000000000,3604.11,588.37,29.44000000000010,58.60000000000000,2861.78,670.75,46.82999999999990,91.41000000000000,3151.44,529.34,27.94999999999980,48.58999999999990,3508.43,497.1,20.43000000000030,36.53000000000000,3881.15,543.24,22.73000000000000,49.069999999999900,2782.44,533.97,26.759999999999800,42.24000000000000,3802.63,791.85,26.61999999999990,23.809999999999900,4083.31,615.76,29.04000000000040,53.55000000000000,4392.36,548.75,19.26000000000020,42.79000000000000
486,3371.43,685.03,45.14000000000030,85.23000000000000,3562.08,557.62,22.790000000000000,49.60000000000000,4358.84,699.84,59.5,85.49000000000000,4072.39,730.77,56.309999999999900,101.27000000000000,3857.56,673.44,42.11000000000010,78.46999999999990,3878.0,585.83,27.320000000000200,58.74000000000000,4121.68,604.44,30.67999999999940,56.65000000000000,4452.68,665.15,43.52999999999980,77.93000000000010,3949.67,530.49,21.90000000000010,39.71000000000000,3698.79,519.64,17.559999999999900,34.040000000000000,3779.21,780.44,74.25,125.57000000000000,4320.43,686.89,46.72999999999960,100.20000000000000,3608.58,687.67,59.15000000000010,96.22000000000000,4613.65,723.62,50.64000000000030,93.22000000000000,3606.9,588.45,29.44000000000010,58.59999999999990,2865.69,670.64,46.82999999999990,91.41000000000000,3151.81,529.4,27.95000000000030,48.58000000000000,3509.08,497.05,20.43000000000030,36.53000000000000,3882.14,543.37,22.74000000000020,49.07000000000010,2782.44,533.97,26.759999999999800,42.24000000000000,3806.73,790.92,26.61999999999990,23.81000000000010,4083.74,616.77,29.150000000000500,53.72000000000000,4392.45,548.74,19.26000000000020,42.80000000000000
487,3371.82,685.1,45.13999999999990,85.23000000000000,3561.89,557.7,22.790000000000000,49.6099999999999,4361.08,699.57,59.5,85.4899999999999,4073.81,731.13,56.52000000000000,101.35000000000000,3861.22,673.38,42.11000000000010,78.46000000000000,3878.64,585.84,27.45000000000030,58.66000000000000,4121.94,605.19,30.67000000000010,56.66000000000000,4455.32,665.48,43.659999999999900,78.15000000000000,3950.56,530.72,21.90999999999990,39.70999999999990,3699.08,519.66,17.559999999999900,34.04000000000010,3782.24,780.33,74.25,125.57000000000000,4318.1,686.67,46.71999999999940,100.20000000000000,3610.38,687.35,59.13999999999990,96.22000000000000,4618.57,725.21,50.60000000000040,93.16000000000000,3609.68,588.54,29.44000000000010,58.60000000000000,2869.6,670.54,46.82999999999990,91.40000000000010,3152.18,529.45,27.95000000000030,48.58999999999990,3509.74,497.0,20.43000000000030,36.53000000000000,3883.14,543.5,22.73000000000000,49.07000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3810.83,789.99,26.61999999999990,23.809999999999900,4084.18,617.78,29.25000000000050,53.88,4392.54,548.73,19.26000000000020,42.80000000000000
488,3372.21,685.17,45.13999999999990,85.24000000000000,3561.7,557.79,22.790000000000000,49.60000000000000,4363.33,699.31,59.5,85.49000000000000,4075.24,731.5,56.71000000000000,101.42000000000000,3864.88,673.32,42.09999999999990,78.45999999999990,3879.27,585.85,27.59999999999990,58.59000000000000,4122.19,605.95,30.68000000000030,56.66000000000000,4457.96,665.81,43.79000000000000,78.36000000000000,3951.46,530.96,21.90999999999990,39.70999999999990,3699.37,519.68,17.559999999999900,34.04000000000010,3785.28,780.23,74.25,125.57000000000000,4315.76,686.45,46.71999999999940,100.20000000000000,3612.17,687.04,59.15000000000010,96.21000000000000,4623.5,726.8,50.54000000000000,93.09000000000010,3612.47,588.62,29.44000000000010,58.60000000000000,2873.51,670.43,46.82999999999990,91.40000000000010,3152.55,529.51,27.94999999999980,48.59000000000000,3510.4,496.94,20.42999999999980,36.53000000000000,3884.13,543.63,22.73000000000000,49.06000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3814.93,789.06,26.620000000000300,23.81000000000010,4084.61,618.79,29.360000000000100,54.05000000000010,4392.64,548.73,19.25,42.79000000000000
